Package,LibPath,Version,Priority,Built
Rcpp,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.12.15,NA,3.4.3
RcppArmadillo,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.8.300.1.0,NA,3.4.3
RcppEigen,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.3.3.3.1,NA,3.4.3
RcppRoll,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.2.2,NA,3.4.0
RCurl,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.95-4.10,NA,3.4.3
rdrop2,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.8.1,NA,3.4.2
readbitmap,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.1-4,NA,3.4.0
readr,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.1.1,NA,3.4.0
readxl,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.0.0,NA,3.4.0
recipes,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.1.2,NA,3.4.3
RecordLinkage,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.4-10,NA,3.4.0
RefManageR,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.14.20,NA,3.4.1
regexPipes,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.0.1,NA,3.4.0
registry,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.5,NA,3.4.3
rematch,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.0.1,NA,3.4.0
rematch2,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.0.1,NA,3.4.1
repmis,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.5,NA,3.4.0
ReporteRs,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.8.9,NA,3.4.3
ReporteRsjars,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.0.3,NA,3.4.3
reports,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.1.4,NA,3.4.0
repr,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.12.0,NA,3.4.0
reprex,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.1.2,NA,3.4.3
reshape,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.8.7,NA,3.4.1
reshape2,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.4.3,NA,3.4.3
reticulate,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.4,NA,3.4.3
revealjs,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.9,NA,3.4.0
rex,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.1.2,NA,3.4.2
Rfacebook,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.6.15,NA,3.4.0
rfoaas,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.1.1,NA,3.4.3
rgdal,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.2-16,NA,3.4.3
rgeos,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.3-26,NA,3.4.2
rgexf,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.15.3,NA,3.4.0
rgl,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.99.9,NA,3.4.3
RgoogleMaps,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.4.1,NA,3.4.0
RGraphics,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.0-14,NA,3.4.0
rhandsontable,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.3.6,NA,3.4.3
rJava,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.9-9,NA,3.4.2
RJDBC,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.2-7,NA,3.4.3
rjson,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.2.15,NA,3.4.0
RJSONIO,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.3-0,NA,3.4.0
rlang,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.1.6,NA,3.4.3
rlist,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.4.6.1,NA,3.4.0
rmapshaper,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.3.0,NA,3.4.1
rmarkdown,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.8,NA,3.4.2
RMySQL,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.10.13,NA,3.4.1
rngtools,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.2.4,NA,3.4.0
robustbase,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.92-8,NA,3.4.2
RocheTeradata,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.1.6,NA,3.4.2
ROCR,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.0-7,NA,3.4.0
Rook,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.1-1,NA,3.4.0
roxygen2,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,6.0.1,NA,3.4.0
rpart,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,4.1-12,recommended,3.4.3
rpart.plot,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.1.2,NA,3.4.0
RPostgreSQL,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.6-2,NA,3.4.1
rprojroot,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.3-2,NA,3.4.3
rPython,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.0-6,NA,3.4.0
rsconnect,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.8.5,NA,3.4.1
RSQLite,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.0,NA,3.4.1
rstan,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.17.3,NA,3.4.3
rstanarm,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.17.2,NA,3.4.3
rstantools,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.4.0,NA,3.4.3
rstudioapi,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.7,NA,3.4.1
rticles,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.4.1,NA,3.4.0
Rttf2pt1,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.3.5,NA,3.4.3
rversions,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.0.3,NA,3.4.0
rvest,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.3.2,NA,3.4.0
rvg,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.1.7,NA,3.4.3
Rvmmin,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2017-7.18,NA,3.4.1
RWDSverse,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.0.4,NA,3.4.2
RWeka,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.4-37,NA,3.4.3
RWekajars,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.9.2-1,NA,3.4.3
RWiener,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.3-1,NA,3.4.0
sandwich,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.4-0,NA,3.4.1
satellite,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.0.1,NA,3.4.2
scales,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.5.0,NA,3.4.1
selectr,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.3-1,NA,3.4.0
servr,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.8,NA,3.4.2
setRNG,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2013.9-1,NA,3.4.0
sf,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.6-0,NA,3.4.3
sfsmisc,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.1-1,NA,3.4.0
shiny,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.0.5,NA,3.4.1
shinyAce,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.2.1,NA,3.4.0
shinyBS,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.61,NA,3.4.0
shinycssloaders,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.2.0,NA,3.4.0
shinydashboard,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.6.1,NA,3.4.0
shinyjs,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.0,NA,3.4.3
shinysense,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.1.1,NA,3.4.2
shinystan,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.4.0,NA,3.4.2
shinytest,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.2.0.9000,NA,3.4.2
shinythemes,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.1.1,NA,3.4.0
showimage,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.0.0,NA,3.4.2
showtext,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.5-1,NA,3.4.3
showtextdb,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.0,NA,3.4.1
signal,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.7-6,NA,3.4.0
sjlabelled,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.0.6,NA,3.4.3
sjmisc,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.6.3,NA,3.4.3
slam,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.1-42,NA,3.4.3
snakecase,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.8.1,NA,3.4.3
snow,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.4-2,NA,3.4.0
SnowballC,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.5.1,NA,3.4.0
sourcetools,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.1.6,NA,3.4.0
sp,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.2-7,NA,3.4.3
sparkline,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.0,NA,3.4.0
sparklyr,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.7.0,NA,3.4.3
SparseM,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.77,NA,3.4.0
spatial,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,7.3-11,recommended,3.4.3
spatstat,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.55-0,NA,3.4.3
spatstat.data,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.2-0,NA,3.4.3
spatstat.utils,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.8-0,NA,3.4.3
spData,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.2.7.0,NA,3.4.3
spdep,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.7-4,NA,3.4.3
splines,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.4.3,base,3.4.3
sqldf,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.4-11,NA,3.4.1
SQUAREM,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2017.10-1,NA,3.4.2
srvyr,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.3.0,NA,3.4.3
StanHeaders,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.17.2,NA,3.4.3
statmod,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.4.30,NA,3.4.0
stats,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.4.3,base,3.4.3
stats4,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.4.3,base,3.4.3
stringdist,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.9.4.6,NA,3.4.1
stringi,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.1.6,NA,3.4.2
stringr,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.2.0,NA,3.4.0
styler,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.0.0,NA,3.4.3
survey,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.33,NA,3.4.3
survival,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.41-3,recommended,3.4.3
svglite,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.2.1,NA,3.4.1
svUnit,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.7-12,NA,3.4.0
swirl,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.4.3,NA,3.4.0
sysfonts,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.7.2,NA,3.4.3
syuzhet,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.0.4,NA,3.4.3
tcltk,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.4.3,base,3.4.3
tensor,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.5,NA,3.4.0
testit,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.7,NA,3.4.0
testthat,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.0.0,NA,3.4.3
textshape,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.5.0,NA,3.4.1
tfplot,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2015.12-1,NA,3.4.0
tframe,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2015.12-1,NA,3.4.0
TH.data,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.0-8,NA,3.4.0
threejs,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.3.1,NA,3.4.1
tibble,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.4.2,NA,3.4.3
tidyr,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.8.0,NA,3.4.3
tidyselect,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.2.3,NA,3.4.2
tidyverse,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.2.1,NA,3.4.2
tigris,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.6.2,NA,3.4.3
tikzDevice,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.10-1,NA,3.4.0
timeDate,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3042.101,NA,3.4.2
tm,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.7-3,NA,3.4.3
tools,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.4.3,base,3.4.3
tree,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.0-37,NA,3.4.0
treemap,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.4-2,NA,3.4.0
trimcluster,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.1-2,NA,3.4.0
truncnorm,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.0-7,NA,3.4.0
tseries,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.10-42,NA,3.4.1
tsfa,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2014.10-1,NA,3.4.0
TTR,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.23-3,NA,3.4.3
tufte,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.3,NA,3.4.3
tuneR,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.3.2,NA,3.4.0
tweenr,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.1.5,NA,3.4.0
ucminf,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.1-4,NA,3.4.0
udunits2,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.13,NA,3.4.0
units,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.5-1,NA,3.4.3
usethis,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.2.0,NA,3.4.3
utf8,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.1.3,NA,3.4.3
utils,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.4.3,base,3.4.3
uuid,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.1-2,NA,3.4.0
V8,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.5,NA,3.4.0
venneuler,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.1-0,NA,3.4.0
viridis,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.4.1,NA,3.4.3
viridisLite,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.2.0,NA,3.4.0
visNetwork,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.0.3,NA,3.4.3
WDI,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.4,NA,3.4.0
webdriver,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.0.2.9002,NA,3.4.2
webshot,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.5.0,NA,3.4.3
whisker,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.3-2,NA,3.4.0
withr,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.1.1,NA,3.4.3
wordcloud,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.5,NA,3.4.0
xfun,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.1,NA,3.4.3
xgboost,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.6.4.1,NA,3.4.3
xkcd,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.0.5,NA,3.4.0
xlsx,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.5.7,NA,3.4.0
xlsxjars,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.6.1,NA,3.4.0
XML,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.98-1.9,NA,3.4.1
xml2,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.2.0,NA,3.4.3
XR,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.7.1,NA,3.4.2
XRJulia,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.7.6,NA,3.4.2
XRPython,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.8,NA,3.4.2
xtable,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.8-2,NA,3.4.0
xts,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.10-1,NA,3.4.3
yaml,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.1.16,NA,3.4.3
zip,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.0.0,NA,3.4.0
zoo,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.8-1,NA,3.4.3
